date,xexpand_kappa,xexpand_kappa_se,xexpand_theta,xexpand_theta_se,xexpand_sigma,xexpand_sigma_se,xroll_kappa,xroll_kappa_se,xroll_theta,xroll_theta_se,xroll_sigma,xroll_sigma_se
1999-08-16,0.093278415960416304,0.010412437092158484,0.677998037277736,0.071836903038270336,0.083698526132533088,0.00045404940491483984,0.0786463492318964,0.015866172016073238,0.673806052783098,0.13119971093737038,0.081152888708711824,0.00074461697533138704
1999-08-17,0.093295660506846208,0.010412433366846066,0.67829912181182096,0.07183365735825652,0.083695777438623472,0.000453779938826002,0.0778426570888904,0.015749769443775818,0.67544820474675304,0.13206424728209528,0.081156462803620544,0.00074460001099136176
1999-08-18,0.093366808109136192,0.010411989159120152,0.67794213817550296,0.071777936596364336,0.083697405525653072,0.00045350540483247296,0.078079003717081904,0.015790900372934374,0.674229695648102,0.13188759313353566,0.081167003543754992,0.00074463680024762128
1999-08-19,0.093352642896613104,0.010412858897965256,0.67775859905247408,0.07178727929987072,0.083703059494600528,0.00045326355063106824,0.077797683560411696,0.0158076000561338,0.67396611136543904,0.13207732465898766,0.081188718217887504,0.00074481533411924336
1999-08-20,0.093438002741599904,0.010414533035086902,0.67798502974637,0.071737248935327416,0.08370420548981072,0.00045298819804105608,0.0776876465765812,0.015828216422578336,0.675817588783744,0.13268846115035778,0.081195387226403632,0.00074484152274636608
1999-08-23,0.093465725172217104,0.010416873509351026,0.67806749116460296,0.071732878903761944,0.083703857715616288,0.00045271186641537888,0.077554525484972304,0.01580957196178238,0.676390825141442,0.13244309815605928,0.081192064164704576,0.00074482135576812688
1999-08-24,0.093487269547609904,0.010419500094804824,0.67810181303070704,0.071734786147761048,0.083700563814496416,0.00045244772863952192,0.077667915568818304,0.01583368756199978,0.67731092207786104,0.1326282667599206,0.081174634168858752,0.0007447231704314024
1999-08-25,0.093459960016584608,0.010416117258369812,0.67851383393737496,0.071747951171199184,0.083692325961540016,0.00045224696399724584,0.077066702199752896,0.015701903230459036,0.67769900451044992,0.13218472856906486,0.081143024795174896,0.00074476073649616272
1999-08-26,0.0934883710470296,0.010415947476621396,0.67852797708194,0.071734891558646304,0.083687609825062992,0.00045199606042080928,0.077307151622844912,0.015735764123426386,0.67825462088228304,0.13260226252742172,0.081115267308822336,0.00074450533875063856
1999-08-27,0.093544806542778592,0.010416583359654982,0.67840197939209504,0.071701242959303872,0.083681652073826016,0.00045176015924785912,0.0768091654926384,0.015913066766788276,0.68255470959444096,0.13501557701141386,0.081100731529677248,0.00074455723768830608
1999-08-30,0.093565855157406304,0.01040696606445077,0.67775555082523696,0.071617803032916968,0.083679246182095008,0.00045149169259577624,0.076572078573573712,0.015882703913565488,0.679440264755394,0.13487382929108846,0.08108718051829936,0.00074446195618576976
1999-08-31,0.093584868390927408,0.010407378210820638,0.67773300040899896,0.07160000539011008,0.083687145542597904,0.0004512862869829836,0.076862117409691296,0.01590438819764984,0.67761656507101,0.13440505888566404,0.081097883774579088,0.0007446635162310184
1999-09-01,0.0936873702359712,0.010408891515076386,0.67798204775578496,0.071536374940203112,0.083688043339287408,0.00045101292573764064,0.077365623572153408,0.015909320396672272,0.67684684332624,0.133597666818742,0.08109888842479024,0.00074466954406310784
1999-09-02,0.093657392633777488,0.010408785806934954,0.67769449985185504,0.071551299341859848,0.083691663487624384,0.00045075354102710648,0.0774921739321632,0.015884992251535072,0.67441971711128504,0.13312006887840246,0.081110012943808176,0.00074475656203882672
1999-09-03,0.093848519316777312,0.01040578981988238,0.678553172020234,0.071427492938667664,0.083688848049597984,0.00045048874045982584,0.080655204853436496,0.015817427914829052,0.67183533696071496,0.12791907481850042,0.081114170379849408,0.00074472854655992656
1999-09-07,0.093940194869943392,0.010406138256157258,0.678185226132386,0.07136246924059732,0.083707422315986528,0.00045059845924337472,0.079912489728238496,0.015813706275081334,0.67158024053946096,0.12885616639506508,0.081163004122531232,0.00074602344790173008
1999-09-08,0.093961541279434096,0.010406250700503014,0.678182051801394,0.07134976038736972,0.083729888499864368,0.0004508853435700992,0.0789923955915096,0.015817975646105614,0.673458411167176,0.13024286006339378,0.081222327792684752,0.00074793344511108992
1999-09-09,0.094004549823111696,0.010406590878825704,0.67828822816117496,0.07132594653157748,0.083744030576783264,0.00045083402635205056,0.078915513047152704,0.0159112064082624,0.67383373996887896,0.13085613913148376,0.081266670769042016,0.00074876712217251136
1999-09-10,0.0940315702388276,0.01040714433857847,0.67845604407720608,0.071317466371208688,0.083751173504676944,0.00045061765806852,0.078718217535561104,0.015966710484971336,0.67472737319949408,0.13152552143992802,0.08129668585274808,0.00074900564328398672
1999-09-13,0.094063945599736608,0.010407599167793202,0.67836139121679096,0.071300712722992184,0.083757367225637888,0.0004503875595757324,0.079304259644123104,0.016048801633922634,0.672458124597464,0.1309486563471727,0.081328622105425632,0.00074912083228390464
1999-09-14,0.094070902652671408,0.010408543485003668,0.67823690262430504,0.07130189312105668,0.083762090067657456,0.00045013995175138816,0.078243857497139296,0.015927165020696122,0.67514189399442704,0.1319570077142093,0.081353346416498528,0.00074920128067924144
1999-09-15,0.0940520982317148,0.010408912639490778,0.67808699019172,0.071314960328992176,0.0837655208716496,0.0004498809635345592,0.078056865429473504,0.015917664562042466,0.67419424532361704,0.13211889683826642,0.081373873409281616,0.00074920855414918416
1999-09-16,0.094012597338153392,0.010408655518843484,0.677923923372766,0.0713370199636518,0.08376767059637264,0.00044961435344095288,0.077999291375558096,0.015907554962134974,0.67235745483500096,0.13208644550537748,0.08139390038118656,0.00074911196887490464
1999-09-17,0.0941819512886296,0.010412182787560634,0.67834782705489104,0.07124012056068048,0.083764137075714256,0.00044935682226346328,0.078479616367671696,0.015993490092392342,0.67411982974216,0.13190156978836314,0.081403766887077088,0.0007489757616348576
1999-09-20,0.094191814810155392,0.010414363901320732,0.67823699525051296,0.0712440580037884,0.083764199726830544,0.00044908572143715376,0.078505941727236,0.016049790851281154,0.67385530241750504,0.13214400902477186,0.081425195271803136,0.00074878025427954976
1999-09-21,0.094136243514258704,0.010413083178180588,0.677935207881774,0.071269584904652264,0.083764655333699552,0.00044881517441699536,0.078247339183123504,0.016064745699061026,0.67337685099212696,0.13264210044186212,0.08144527592785472,0.00074862631480047872
1999-09-22,0.0941707872458868,0.010414701647238194,0.67795468055113696,0.071246133060631256,0.083765023122144624,0.00044854487312974248,0.078263962446670704,0.01602015156112975,0.67224524461720304,0.13201115669910016,0.081462262410641984,0.00074851528253384736
1999-09-23,0.0939932032858876,0.010408152892883398,0.677543615236426,0.071336695990712216,0.0837669497409292,0.00044827888685637192,0.0775949828795396,0.015882313061268946,0.66930102147568504,0.13187475681853006,0.081484446462079024,0.00074835956464124528
1999-09-24,0.0939651545555696,0.010405490996639518,0.67745688775367096,0.071325847034072392,0.08377354904706736,0.00044805768533640992,0.0771975582095564,0.015742615407352538,0.667795750538234,0.1309972880653979,0.081520695716360896,0.00074836975842667568
1999-09-27,0.094093370445676304,0.01040479000226768,0.677618581434962,0.071212049936882888,0.08377412614539376,0.00044778854880473784,0.079459773550620512,0.016077714894773286,0.66590071531432904,0.13050908489604756,0.081551009975697312,0.00074789199207592448
1999-09-28,0.094125939504685392,0.01040626128701965,0.67763761330817496,0.071183413874248552,0.083772714910510592,0.00044752158933201128,0.078800563615444,0.016047718943870858,0.667219675842692,0.13126873596086602,0.081560983314060288,0.0007478156667761328
1999-09-29,0.0940994279297072,0.010407807043761412,0.67750259825419,0.071197628000052752,0.083769584044149808,0.00044726368507141064,0.078129720762488288,0.015999591332681608,0.66818227670028792,0.13192403563147764,0.08156530790660048,0.00074777410621295296
1999-09-30,0.094194520086514112,0.010410943484596404,0.67769591430190104,0.07113863155271784,0.083763113595527504,0.00044704196767677352,0.0780045479374752,0.015985421824097128,0.67021532870095304,0.13195021520894618,0.08155969524934552,0.00074785077677838288
1999-10-01,0.0942344380951284,0.010415237794339764,0.67778670000196296,0.071127709562943288,0.083755602551494688,0.00044683684805007024,0.0778363874232828,0.015912650604042458,0.67024838598593696,0.13159405741849184,0.081551701973410336,0.00074797277439561104
1999-10-04,0.094266208905078,0.01041991154759088,0.67790341961535904,0.071128787411453368,0.083746205018984688,0.00044666774913070496,0.079010649922505504,0.016011526061866052,0.666517618696696,0.12999533724083642,0.081547871102685696,0.00074806248237883792
1999-10-05,0.094285709203030912,0.010424711894909784,0.67780186169291904,0.071135783810244936,0.083736485839184944,0.00044650583511016856,0.078778161680153408,0.01603738032666021,0.66661013954845208,0.13042204370995336,0.081539288858220224,0.000748250181317488
1999-10-06,0.094211681760787296,0.010386739889851594,0.67900817727535,0.071047684894687072,0.083722139370518096,0.00044646894463618112,0.077765574084774992,0.016040649776934638,0.67404245258504,0.13246969558401528,0.081519655546216976,0.00074877708247803408
1999-10-07,0.094366823717340496,0.010382986887336956,0.67874711392880208,0.070925865728849304,0.083725467735554624,0.00044621409147069888,0.078302435399636112,0.016030871035924776,0.67135984215862496,0.13150731152744608,0.08154199878160752,0.00074875548721470464
1999-10-08,0.094016418789676896,0.010382652817600518,0.67911343297074304,0.071166477104169704,0.083722760302253904,0.00044595535576524232,0.076762644061091504,0.015727611604608186,0.671665640138106,0.1311489046068497,0.08155886049043656,0.00074861301530759504
1999-10-11,0.0940093240651716,0.010375149348742142,0.67922921243882296,0.071134809242620128,0.083738613116369744,0.0004459705630175476,0.0770872422926676,0.015832319000463304,0.67078683233745392,0.1312276834059409,0.08162540291527696,0.00074993834034678208
1999-10-12,0.094314630085262288,0.010373248235041674,0.67883974123327592,0.070910451435227936,0.083754375658261536,0.00044598271115690584,0.077086410747874704,0.015752670432261216,0.66922990275742104,0.13061745483583382,0.081683897159095808,0.00075105951031716416
1999-10-13,0.09436535637969,0.010376609373800762,0.67851949306745992,0.070884478652180088,0.083782179795960416,0.00044658275324490864,0.0768981214751612,0.01568608826021076,0.669832714829776,0.13033093985236082,0.081768884507218192,0.000754601173295128
1999-10-14,0.094387678650077904,0.010374947782758318,0.678522212311514,0.07086162373249848,0.083813671308604128,0.0004474258376819288,0.076999140830347104,0.015688240014245268,0.67046494248430896,0.13025775235728176,0.081862994483157712,0.00075899764272335872
1999-10-15,0.094309451599886,0.010373705679319204,0.67831453369082592,0.070900226364336144,0.083843712490885824,0.00044816693902745304,0.076836758788770704,0.01566972509565527,0.671323810579274,0.1303655536489319,0.081949088182604032,0.00076256985527183216
1999-10-18,0.094317665496251392,0.010369673216376294,0.67830873593264096,0.0708685501422648,0.083870900151214208,0.0004487241665887984,0.077052176100708592,0.015671001410544126,0.67262347045582008,0.13003414535398322,0.08202561634808192,0.00076531734664939648
1999-10-19,0.0943922746881708,0.010367961761301502,0.678406212137448,0.07080378813835464,0.083887574486048416,0.00044876671217193816,0.077843311627164896,0.015658564106960998,0.67605993326429,0.12841344446111196,0.082072064002060256,0.0007662799047927616
1999-10-20,0.094523975188924896,0.01037262666918394,0.67872034793930104,0.070744583365379544,0.083894474048919024,0.0004485525766974792,0.0781860880060404,0.015686403302593924,0.67769704833622504,0.12832964366390052,0.082094348966125024,0.00076640048819033024
1999-10-21,0.094547307253002512,0.010372883137221046,0.67875151715737304,0.070736246543879736,0.0839037659997436,0.00044838195078366208,0.078575602189074688,0.015723682323485314,0.67869640088112208,0.1282224751317201,0.082071323733502768,0.00076536022480751456
1999-10-22,0.094495421128429904,0.01037057771257339,0.67911749352240504,0.070759002454634512,0.083903625346546432,0.00044811531690132752,0.078090461104660704,0.015774156978887372,0.67944817700163496,0.12968233828610712,0.082084951303539936,0.00076525529213089696
1999-10-25,0.0946544379773224,0.01037052150368895,0.67882244273623104,0.070645439300910496,0.083915180379710576,0.00044799801986677344,0.078642338061038304,0.01591930205890748,0.67739478059313992,0.1303104479803057,0.082131613409152208,0.00076575724005697152
1999-10-26,0.094684469380978208,0.010370454473555924,0.67878964269315104,0.07062849607780028,0.083929171054531856,0.00044795044491316344,0.0791209452841132,0.016038999741819528,0.67657083787955696,0.13049034808817006,0.082185391606677504,0.0007665004276002424
1999-10-27,0.0947067057584564,0.010370949069598962,0.67882696203608096,0.070622448679738632,0.083937967254983264,0.00044777092648689432,0.079265119667475904,0.016047671639280028,0.67600369860323296,0.1302099508923052,0.08223069042634,0.0007666681432129848
1999-10-28,0.094639473798256096,0.010367177499912848,0.67932436101191792,0.0706389187012464,0.08393655523679552,0.00044750749354485464,0.078911857660266208,0.016009568515543548,0.677832647683534,0.13034404078214492,0.082257496762862064,0.00076628134527012032
1999-10-29,0.0947222036227748,0.010363485896112558,0.67929165270391704,0.070570860594403168,0.08394916526421952,0.00044741988169339936,0.078871698821114688,0.015934494794401992,0.677337354829772,0.12980008367127758,0.082315507400776336,0.00076663471082981744
1999-11-01,0.094719684030002,0.01036082063732248,0.67938824114725304,0.070568334896684696,0.083957151096859312,0.00044722604862761584,0.078706019775077392,0.015899225569130142,0.67703565418406496,0.12972915926025552,0.08236850748947944,0.00076635768720343488
1999-11-02,0.094797976117468688,0.010359576025387924,0.67927711235584,0.070512403563565848,0.083962734495547728,0.00044699605501376448,0.080272608786644704,0.01612104561480979,0.674628285887518,0.12904283259905066,0.08241520539900024,0.0007660316812738808
1999-11-03,0.094812867466219104,0.010358949746828502,0.67930844660926304,0.070508211283851392,0.083965726456644192,0.00044674150114778032,0.079331100225578,0.016078376860496878,0.67652436941763408,0.1303282302260784,0.082426070886665616,0.00076614962135148112
1999-11-04,0.094812423170792304,0.010358482247773166,0.679382160472088,0.07051733157980224,0.083964562526403248,0.00044647875235999544,0.079333050734707392,0.016048382379039068,0.67609563472385904,0.13009068949159206,0.082423697109330864,0.00076613614404900416
1999-11-05,0.094701564264489104,0.010353834221621976,0.67975380644287096,0.070576616116480304,0.083958118591595312,0.00044626132507141992,0.082006014610119408,0.016471372197848076,0.67234804335072792,0.12848134451486718,0.082422209841241424,0.00076614615518194512
1999-11-08,0.094698669853106288,0.010348970258315624,0.67981189030294696,0.070563879152849816,0.083955126383045888,0.00044600769242210768,0.080687746119542304,0.016320033210832082,0.67398080452017696,0.12963216112244428,0.082416724759155408,0.00076613131344106288
1999-11-09,0.094801879178009504,0.010346031909815448,0.679661578520528,0.0704797827697384,0.08395079807733496,0.000445765342003036,0.0798835593489592,0.016189142320242908,0.67495800991421096,0.1301680502112979,0.082407847396136928,0.0007661156694917264
1999-11-10,0.094762579766187296,0.010343967853778796,0.67980595923302704,0.070507146604840368,0.083944534782839088,0.00044554630147582048,0.0794745559596244,0.016198057672477482,0.67623951633552504,0.13089106793772214,0.082396678630884736,0.00076615548377937824
1999-11-11,0.094721078786577088,0.010341132461748328,0.67991786800394504,0.070532759458704576,0.08393645274304808,0.00044535685957218136,0.078839649020948192,0.016157575840502352,0.67828503517062,0.1317529939932399,0.082378922435330864,0.00076625499118615184
1999-11-12,0.094629262627948512,0.010337175868603546,0.68010638511773304,0.070588835102267032,0.083926140584039904,0.00044521378694757664,0.078372034238069296,0.016102261033112592,0.679093374560238,0.13217432620204756,0.082358769019028992,0.0007665071970293696
1999-11-15,0.094803900009485392,0.010332805816319456,0.679829113154128,0.070438387410128712,0.083916931849290112,0.00044504679273620128,0.079578393833753296,0.016147399243997312,0.67446319574970304,0.13014703958792812,0.082349684335449584,0.00076665578209959904
1999-11-16,0.094517268345813104,0.010322209616245586,0.68061686581828192,0.070589243707558816,0.083905219784233456,0.00044493894351482776,0.078093209566688496,0.016190056893698294,0.67750170674024504,0.13290049258497186,0.082329367830759136,0.000766967803048672
1999-11-17,0.094520128677848208,0.010314048300797278,0.680682405769222,0.070550206898876088,0.08390485843724544,0.0004446772845163636,0.077321383272444512,0.016144163940175264,0.677530724162156,0.1340339306609395,0.082323469257411664,0.00076695346603548576
1999-11-18,0.094195353424190096,0.010315643424717084,0.680981559033734,0.070782378542044792,0.083898560287215296,0.00044446041219929272,0.076402860729370208,0.01613633465129967,0.68012210742969704,0.13557289511886366,0.082306579024014576,0.0007670386306670392
1999-11-19,0.093883042926593808,0.010316184310160558,0.68120091797735808,0.071004089880910424,0.083895166518569808,0.00044421215969945712,0.075630286783367408,0.016124888807622164,0.682991806728066,0.13681211877097952,0.082294521240178464,0.00076706393217907008
1999-11-22,0.094126183613647392,0.01028570121196741,0.68107665972436504,0.070660487413683416,0.083894387711045008,0.00044395192522517904,0.076689704627675296,0.016015379992004222,0.68382280451292696,0.13423660140034858,0.08228728107110984,0.00076704824986618416
1999-11-23,0.0943464084210464,0.010273190614678646,0.68089827672351496,0.070437722279585528,0.083894361555831072,0.00044369131433569728,0.0780778690086332,0.015979940575751466,0.68506032319964304,0.13171539292016318,0.082281595276378208,0.00076701275547202416
1999-11-24,0.094192294166524192,0.01026726108611113,0.681117484795104,0.07051738823846436,0.083891764859296912,0.00044343861142586472,0.076893993747083696,0.01596120365855569,0.68438146935527,0.1338437528896663,0.082277255485371504,0.00076701453812595008
1999-11-26,0.094634820862579008,0.010275221318924512,0.68057818750769408,0.070235434325186624,0.083893094380283328,0.00044318060060904576,0.0784617846529584,0.015987160351419778,0.683307878620836,0.13139055587765336,0.082283530793692096,0.00076704313837428832
1999-11-29,0.094691569349074304,0.010274895106032448,0.68042243784050608,0.070193110997765664,0.083903736003266304,0.00044304871853134448,0.0791056855551048,0.016006711314931386,0.68413576151663104,0.13057160923411732,0.082309473975522112,0.00076751630408151216
1999-11-30,0.094714775192683104,0.01027376126387286,0.68032634554374104,0.070169051226897112,0.083913144628183808,0.00044288919483598616,0.0784595935140948,0.015994969824753652,0.68189138693182208,0.1316522022580239,0.08234071187763072,0.00076792274046655488
1999-12-01,0.094752003421231392,0.010275742215304042,0.680666961107844,0.070164403389307352,0.083914835163183664,0.00044263319620786192,0.078519012747012304,0.015944574493570212,0.68434778021464208,0.13118341444831242,0.082357314102066672,0.0007679413119246184
1999-12-02,0.0947463096112448,0.010273894691355644,0.680781523148404,0.070166394544685056,0.083917664988330016,0.00044238332161954624,0.0784795257713988,0.01601014139870325,0.68498958669765,0.13179017323101794,0.082368753735946352,0.0007680198608036776
1999-12-03,0.094397977923187104,0.01027553338475519,0.68124105249889896,0.070396930124168048,0.083912401239693952,0.00044215602638928392,0.078564164229122512,0.015991765463165524,0.68934029573786304,0.13116819232762828,0.082353405075831664,0.0007679889854426888
1999-12-06,0.094617857724992096,0.01026683033384611,0.68107219979246704,0.070204549830157656,0.08392530501829936,0.00044208604258017424,0.080868599715126192,0.016046433358415754,0.690602801343452,0.1281695819024114,0.082370945163690192,0.00076843677409401872
1999-12-07,0.094675618565780112,0.010262643938720132,0.681068937245738,0.07014978203119868,0.083938157375720656,0.00044201478208673648,0.084643073228594912,0.01662088351535185,0.69427351142221704,0.12839790361757832,0.082388550479846832,0.00076893419536378544
1999-12-08,0.094702322300830304,0.010259170907892026,0.68109754417746408,0.070120966755259112,0.083946584597505568,0.00044183719596894384,0.082970057666561104,0.016456755496813854,0.692626587120188,0.1293046963677627,0.082406873680894464,0.00076928849515511824
1999-12-09,0.094709973779338896,0.010256157684399456,0.681148494995484,0.070109566948980312,0.083950406187373376,0.0004415960262022184,0.080963181758174704,0.016242578438423146,0.68952783753803504,0.13009605716314454,0.08242616667771512,0.00076945204717719408
1999-12-10,0.094739552664657312,0.010253687992976488,0.68112333192288,0.070083901314919888,0.083951075532101808,0.00044133911840611072,0.079800659989167104,0.01622090080161838,0.686848076834118,0.13214457396260484,0.082444053774652672,0.00076948631698848544
1999-12-13,0.094762979299447888,0.010252558899174628,0.68108469764862904,0.070069192955659528,0.08394912330118568,0.00044108632294323584,0.080072588861343392,0.016236968914273276,0.687982674656714,0.13210977292382848,0.08245798346485592,0.00076944608603124608
1999-12-14,0.09482324879375,0.010253229031590266,0.68078585456156208,0.070021953578614472,0.083947031365781312,0.00044083446766364216,0.081122501358235504,0.01627322154093382,0.689339228882188,0.13083340029853648,0.082472503801309872,0.00076940233527652256
1999-12-15,0.094856859274055008,0.010254566395645802,0.680977210218244,0.07001330022408868,0.083944229020298112,0.00044058685704744904,0.079953888608038304,0.016241830842153804,0.68721838332174904,0.13269138438520878,0.082487886707604768,0.00076927175883378288
1999-12-16,0.0948687267958448,0.01025592575459448,0.681009010633164,0.07001957888794648,0.08394040978893344,0.0004403471902337332,0.0799836865263184,0.01624921513432,0.688023502422866,0.13296011847487362,0.08250134626587264,0.00076911287300891392
1999-12-17,0.094855705759248496,0.010256501086468208,0.68116485817269704,0.070041955300273184,0.083933377215314624,0.00044014743480657392,0.080197479320102704,0.01624674272202594,0.690197862426834,0.13266146110793988,0.082506935120256592,0.00076901818812623472
1999-12-20,0.094992526612215104,0.010250983528518942,0.680566175017702,0.069889426573150808,0.083929475064811632,0.00043990906516214048,0.0809787721556776,0.016242058890772428,0.688761789210684,0.1312360450585216,0.082519534738237104,0.00076886912531197344
1999-12-21,0.095055202266589504,0.010252469120959532,0.68073474556467792,0.069857339779752672,0.083931740706104208,0.00043965951292134488,0.082486864649588688,0.016376944664295478,0.691824531554694,0.13016325023437902,0.08253921378527296,0.00076883521644570896
1999-12-22,0.0950801078515496,0.010254435737786154,0.68077675802305704,0.069854895583532888,0.083931996274979776,0.0004394044903192204,0.082593625853427696,0.016456384479794598,0.69240057381340304,0.13105325127783646,0.082551731205676112,0.00076880455005584704
1999-12-23,0.095068476211664608,0.010253563404343526,0.68108878892579408,0.069867247277527912,0.083927094734526544,0.0004391770424609092,0.080787884487766208,0.016322858753939768,0.68897189855323008,0.13232838817183686,0.082562133834143104,0.00076864801352425648
1999-12-27,0.0951914344027776,0.01025159968307505,0.68062196885626,0.069759587586589912,0.083927306240787696,0.00043892257178687824,0.081920848834830192,0.016336015822427836,0.68954724324921104,0.13063528112627096,0.082573549287611344,0.00076863172652748112
1999-12-28,0.095215828457938496,0.010253151637092214,0.68060966892997896,0.069752211288689344,0.083932103489053312,0.00043869457537668584,0.081422888456460112,0.016339345291796568,0.68834745065226896,0.13162236559319654,0.082598368802865584,0.00076866963986042528
1999-12-29,0.095228380221219904,0.010254929703501896,0.680548402621824,0.069752535045729928,0.083933708091254384,0.00043844356394621296,0.082405287165932992,0.016402689112202356,0.69079361166406192,0.13065198767052446,0.082617813058603136,0.00076862284227337824
1999-12-30,0.095153223020141488,0.010252725328931746,0.68022753520998304,0.069784919186259984,0.08393551409382368,0.00043819363011624232,0.083792267959745808,0.016584400835360086,0.69284920801862304,0.1306698646935373,0.082635381300771904,0.00076864446022324464
1999-12-31,0.095146511015996896,0.010252633966206914,0.680152888934524,0.069780417647136232,0.083938958350658288,0.00043795380951955024,0.082048960195135488,0.016399851646726024,0.689196200568186,0.13110452843909182,0.082663053760323104,0.00076858571524706176
2000-01-03,0.0951654478986184,0.010253171523925284,0.68012875107750304,0.06975934039732032,0.083938744596777616,0.00043770078234570128,0.082603299130194592,0.016462978670797414,0.69114183541756,0.13121334159534054,0.08268291772587952,0.0007684496893547392
2000-01-04,0.0949345473571284,0.010245583234689548,0.67971750450581104,0.06988551462123732,0.083940637823492624,0.00043745209209067896,0.081256010110295408,0.016386704047851828,0.687767397363626,0.13271909993249658,0.082712973007836816,0.00076826964512319408
2000-01-05,0.094928587977219696,0.010241397109013126,0.679662472925348,0.069847319467505512,0.083948132889173184,0.00043726383501717808,0.081325902625158896,0.016388763919910978,0.68829805622394304,0.13278234526722252,0.082753772019643904,0.00076825247619567264
2000-01-06,0.094943147417784112,0.010238090060469546,0.679634424765064,0.06979689010410324,0.083951134692660016,0.00043702190112563328,0.081393319594580192,0.01638867999457735,0.688699836874336,0.13284568169899768,0.082786192883297616,0.00076802490416277824
2000-01-07,0.095515894970033696,0.010249679778307602,0.68085513725332304,0.069583673179643384,0.083944975526791456,0.00043681336763666896,0.082493956603084304,0.016477872539079276,0.69110765319232104,0.1321837442068535,0.082803436297862576,0.00076761613319245536
2000-01-10,0.095548803720165408,0.010250031191714876,0.68093120980378896,0.069565245704372112,0.083953405202347904,0.00043664305226320856,0.082445980408178512,0.016479251628865686,0.691257516429152,0.13226825521137688,0.08284910242224544,0.00076741972045168928
2000-01-11,0.095588355846983808,0.010250756681013924,0.68084767405099304,0.069542610427772936,0.083959165651616752,0.00043642962000701256,0.082412075269796208,0.016467561881390144,0.68930501720528,0.13204881183465026,0.082894997948732064,0.00076696972584227488
2000-01-12,0.0956098813196008,0.010252017168059128,0.68081207008181696,0.069534444190520472,0.083962785183746768,0.00043619345516360624,0.082691604182270208,0.016502849286763442,0.68690583675594096,0.13156147493345266,0.082937497644032624,0.00076644051466855952
2000-01-13,0.0956421134295012,0.010253227166491606,0.68103739225605096,0.069525882454396688,0.083961150648684912,0.00043594561722879272,0.082233860794512496,0.01651517461452786,0.68839378485771496,0.1324974844558092,0.082958813344736192,0.00076616331240486976
2000-01-14,0.095486624374494496,0.010246274600626448,0.68148238782405304,0.069598378741275904,0.083955097230555184,0.00043573705190976232,0.081824600088666912,0.016500270567057048,0.69237792323517104,0.13315823993014634,0.082963257045685184,0.00076609402241980656
2000-01-18,0.0957270024322416,0.010243672263916758,0.68108474870773296,0.0694208353698708,0.08396190703502264,0.00043553994021154528,0.083166772551413808,0.01650278811966249,0.69351020782585304,0.1312550131971681,0.082990406043856416,0.00076617481299005856
2000-01-19,0.095760733087137104,0.010243431837648686,0.68110556266454304,0.069401753656463448,0.08397200291694592,0.00043540690900494728,0.084094983601290592,0.016631617401814648,0.695948520815916,0.1314860830361313,0.083025022187144048,0.00076646466073508144
2000-01-20,0.095785362737562992,0.01024354890867002,0.68113789675645896,0.069391779081885336,0.08397761257919064,0.00043519319006123,0.083479083998048496,0.016592209121887376,0.694465007513256,0.13199732277138156,0.083057046978637296,0.00076646216898630768
2000-01-21,0.095769660337305296,0.010243044161332936,0.68134002178846896,0.069408205688005432,0.083977496313136848,0.0004349435966385876,0.082789478639139888,0.0165350634182676,0.69285598484327408,0.13246573696371782,0.083082465988219712,0.00076618207066649456
2000-01-24,0.095924158253114096,0.010243203837707388,0.68061214145266304,0.069265051106310472,0.083982842629175264,0.0004347271498300548,0.083103304194005488,0.016462247209323336,0.690267631200432,0.13134024001200164,0.083122128671332352,0.00076607279228374224
2000-01-25,0.095982225263796,0.010243423037308766,0.68071275942751,0.06923001819141504,0.083997916861479568,0.00043473951572047176,0.083163111297018512,0.016469369899172206,0.691045417825266,0.13130418060491422,0.083183008209407248,0.00076653303020451408
2000-01-26,0.096005618553735904,0.010243933114925008,0.68072062531273904,0.06921972423350804,0.08400872556752784,0.00043462501712645688,0.082957532266743904,0.01643639061169714,0.69091774532932408,0.13129073068243668,0.083239355238946496,0.00076654878061401888
2000-01-27,0.096007434890784,0.010244192221346176,0.68064137147762808,0.069219157225646408,0.084016162353302208,0.00043443996112695376,0.083514733059224608,0.016533973484585028,0.69294525477798896,0.13151439401653578,0.083285591184627344,0.0007664867539159224
2000-01-28,0.0958864170554508,0.01024094730460918,0.680291875340016,0.069272790384388672,0.084025085942115024,0.00043428318672340784,0.082667413785838896,0.016441644867094248,0.69048911546761208,0.13192291030717334,0.083333959252935472,0.00076665419558265696
2000-01-31,0.0959562330680096,0.010239349037655748,0.68036229372583904,0.069208808578253096,0.084035098657745472,0.00043415042984207016,0.082874437697626496,0.016465433378606428,0.68805696076961896,0.13146035114718426,0.083388060288387296,0.00076668717280400288
2000-02-01,0.096063163328509792,0.01024120924143251,0.68055760777834392,0.069146514940653016,0.084038763120913744,0.00043391788830732592,0.084195288144710896,0.016664137863200334,0.695404620339118,0.13160243556574052,0.08341821790181528,0.00076668571987768048
2000-02-02,0.096092971980118192,0.010242977592031434,0.68062161142194,0.069136602705560992,0.084040501930479792,0.00043367363344002472,0.083615117883863408,0.016620440223126434,0.69281657932621896,0.13185980680537906,0.083440771056289296,0.0007666669584434504
