date,xroll_kappa,xroll_kappa_se,xroll_theta,xroll_theta_se,xroll_sigma,xroll_sigma_se
1994-11-25,0.115199458938302,0.017769219051744754,0.70532578666101096,0.10929006197039058,NA,NA
1994-11-28,0.116666475104699,0.018290086920121068,0.71079938923693696,0.11197329473617588,NA,NA
1994-11-29,0.118073796030375,0.018367655047064972,0.71276496810075896,0.1120535300061623,NA,NA
1994-11-30,0.116370508155997,0.0182307835968655,0.71137960630571392,0.11201772032681114,NA,NA
1994-12-01,0.114988330953862,0.017876512082970628,0.70451345649138,0.11013098480433906,NA,NA
1994-12-02,0.114946137802931,0.017877207273233192,0.70390241605682,0.11009746295479352,NA,NA
1994-12-05,0.114761687293408,0.01799636513146171,0.70962056109011792,0.11178620399873468,NA,NA
1994-12-06,0.114237394144629,0.018662759323019664,0.70637927811719704,0.11110450001062138,NA,NA
1994-12-07,0.114864789255854,0.017686155791131118,0.703180376237552,0.10925879353145518,NA,NA
1994-12-08,0.11489054592718,0.01771022833182885,0.70125589664956,0.10946335274230974,NA,NA
1994-12-09,0.116564570080715,0.017746938715996564,0.702492586113434,0.10823247206994124,NA,NA
1994-12-12,0.117339263418405,0.017667352696196028,0.702266018705762,0.10717310039658872,NA,NA
1994-12-13,0.117646242071422,0.017701639448721596,0.70282400774722896,0.10701381834850766,NA,NA
1994-12-14,0.115119790560397,0.017854877624592858,0.70385647338842608,0.1098166994721713,NA,NA
1994-12-15,0.112076256241977,0.017680442534018116,0.704939485970796,0.11187460538932464,NA,NA
1994-12-16,0.112161012580065,0.01804550991408094,0.715346510509466,0.11457476102703678,NA,NA
1994-12-19,0.112326767994159,0.017961683638126072,0.71422780240469096,0.11432768399194972,NA,NA
1994-12-20,0.112331094278012,0.017887005387371212,0.71524547447575904,0.11418332516315708,NA,NA
1994-12-21,0.109076491986649,0.018245920586581756,0.71726990962253304,0.11964493108859378,NA,NA
1994-12-22,0.114955970396835,NA,0.70514369538596,NA,NA,NA
1994-12-23,0.105648235438974,0.017668797591377232,0.71114226097930496,0.11742471769646212,NA,NA
1994-12-27,0.11925731558638,NA,0.716884007942284,NA,NA,NA
1994-12-28,0.108377996757747,0.01721400815742942,0.70879993896489,0.11335134783121338,NA,NA
1994-12-29,0.108338694450925,0.017176446303899862,0.707969227094298,0.11316861625805886,NA,NA
1994-12-30,0.108850751160079,0.017123173099047706,0.70683423865549096,0.11242078191672324,NA,NA
1995-01-03,0.109549782155301,0.01717196650755213,0.705657507818398,0.11184859337926474,NA,NA
1995-01-04,0.109539918553616,0.017224875930469966,0.706236691688396,0.1120736945349177,NA,NA
1995-01-05,0.109887245565883,0.017117535547429212,0.70500166651808304,0.11131360580083188,NA,NA
1995-01-06,0.109725336630604,0.017195115792643438,0.70544584810919,0.11176386878045208,NA,NA
1995-01-09,0.11398264041259,NA,0.72477442489521696,NA,NA,NA
1995-01-10,0.109933705161407,0.0176506178449281,0.712245028712558,0.11555069846183088,NA,NA
1995-01-11,0.110127553643568,0.017676666407772144,0.71132566383235,0.11569936803388448,NA,NA
1995-01-12,0.114626089549586,NA,0.73250558077093792,NA,NA,NA
1995-01-13,0.109043155981582,NA,0.723708950772024,NA,NA,NA
1995-01-16,0.108035607025443,0.017507854308512586,0.71406919941904904,0.11609591650736748,NA,NA
1995-01-17,0.109648138650994,0.017560653681558788,0.71364222566695704,0.11503927433168982,NA,NA
1995-01-18,0.109429792338786,0.017592514461087152,0.71432121533342496,0.11576003043332292,NA,NA
1995-01-19,0.109906222960238,0.01782293229759879,0.71424508383223496,0.1176892008923188,NA,NA
1995-01-20,0.11026071877998,0.017456879129355858,0.71600715732280392,0.1137665671746091,NA,NA
1995-01-23,0.11032167567426,0.017557658254269616,0.71495352120301904,0.11473101187656736,NA,NA
1995-01-24,0.11083790599199,0.017570965881947956,0.71708727710544096,0.11432202313540938,NA,NA
1995-01-25,0.111507068665718,0.017504035813524974,0.71953887754505096,0.11332977489223586,NA,NA
1995-01-26,0.11091983907481,0.017558737847561886,0.71928537417292408,0.11429451628100854,NA,NA
1995-01-27,0.101948094565576,NA,0.703044639342608,NA,NA,NA
1995-01-30,0.110951161992757,0.017624780956897716,0.71647475000724104,0.11490364733579832,NA,NA
1995-01-31,0.112284955484852,NA,0.71900275392774304,NA,NA,NA
1995-02-01,0.112825651467585,NA,0.71829891141259408,NA,NA,NA
1995-02-02,0.117506278865753,NA,0.707085650772912,NA,NA,NA
1995-02-03,0.110741057236535,0.017921199072889342,0.72128986452133504,0.1165241005567535,NA,NA
1995-02-06,0.109337587278319,0.017472801016777526,0.71690408412541392,0.11562000707240878,NA,NA
1995-02-07,0.109355780448118,0.017440002770465816,0.71458156291362192,0.11551286585797424,NA,NA
1995-02-08,0.109375099531534,0.017486804356190468,0.71558667137590704,0.11578435554474228,NA,NA
1995-02-09,0.109434729962888,0.017555659428260188,0.71684922282164296,0.11611399776026568,NA,NA
1995-02-10,0.108929398965802,0.017344350021195824,0.71002749300555504,0.11565158338398912,NA,NA
1995-02-13,0.108242020242655,0.017428786243233592,0.711262230095872,0.1172615019358953,NA,NA
1995-02-14,0.108406247969453,0.017607992028621848,0.71016637377480792,0.1209545809401447,NA,NA
1995-02-15,0.108322393790944,0.024167188613511752,0.711415976394958,0.22587785666267276,NA,NA
1995-02-16,0.108097511376954,0.017082564135677062,0.70975246284942296,0.11441289827097066,NA,NA
1995-02-17,0.108116173845405,0.017073790723646266,0.710158933049558,0.11382694863625128,NA,NA
1995-02-21,0.108110515001014,0.017069997538851846,0.71056215768960496,0.11371309782792292,NA,NA
1995-02-22,0.108758784696055,0.017060266420967026,0.712353025960438,0.11284660246866282,NA,NA
1995-02-23,0.109921127240676,0.017025856003621088,0.715318340257638,0.1119219204536261,NA,NA
1995-02-24,0.109881466128097,0.017092443359197008,0.71543850340662696,0.11227652831468418,NA,NA
1995-02-27,0.109954548077356,0.017144743480734556,0.71223058880524704,0.11241335737959598,NA,NA
1995-02-28,0.111536777771755,0.017194594318102638,0.71594199294750608,0.11263049495076068,NA,NA
1995-03-01,0.111584520604464,0.017223978085216748,0.71508164835795592,0.11184945490354668,NA,NA
1995-03-02,0.11047527616942,0.017205790404413106,0.71390892743622304,0.11275666578280714,NA,NA
1995-03-03,0.110829372725916,0.017221308080015554,0.713824303397632,0.1121203402920261,NA,NA
1995-03-06,0.109175700697019,0.017291944964525446,0.71614865665472704,0.11576881961335322,NA,NA
1995-03-07,0.108515452415151,0.017283813335310296,0.71220831774739904,0.1164552127217783,NA,NA
1995-03-08,0.109359866147976,0.017179765385611446,0.709911078353308,0.11442734888011404,NA,NA
1995-03-09,0.10842622557153,0.017201934598225072,0.71249980746294392,0.11493334848331074,NA,NA
1995-03-10,0.109353514047807,0.017185172215611614,0.71221169577402696,0.1135536878143246,NA,NA
1995-03-13,0.10988469877047,0.01711260123263815,0.7105126909045,0.11261032905887554,NA,NA
1995-03-14,0.110466758202747,0.017112924739113946,0.70919004667885896,0.11181251338675934,NA,NA
1995-03-15,0.110334474828229,0.017171837367071732,0.70882959280751504,0.11202942468574658,NA,NA
1995-03-16,0.111171559108723,0.017172628280120336,0.70794119207420504,0.11106441752622924,NA,NA
1995-03-17,0.111363668505818,0.017240336052205798,0.70792897657571496,0.11104790256841144,NA,NA
1995-03-20,0.110966982443048,0.017260590866670064,0.70947610422274496,0.11151873006545212,NA,NA
1995-03-21,0.110611502533098,0.017227662271110192,0.70992511664503696,0.1117187670820739,NA,NA
1995-03-22,0.110328741820701,0.017216995807084208,0.71073708377297992,0.11193188098903352,NA,NA
1995-03-23,0.110283143487702,0.01721532298336485,0.710226262409706,0.11187821794001234,NA,NA
1995-03-24,0.11021437367928,0.017247237682183812,0.71050438904554,0.11206770007364308,NA,NA
1995-03-27,0.110470727668978,0.017203867792966056,0.71074905513227104,0.11159045158621,NA,NA
1995-03-28,0.110982045775512,0.017210730736604126,0.71213574953292104,0.11121863965746186,NA,NA
1995-03-29,0.110289888935357,0.017199801871313064,0.71028856230649496,0.11183860738546808,NA,NA
1995-03-30,0.109911785428638,0.01719304963258185,0.70927372091500096,0.11212743765535778,NA,NA
1995-03-31,0.109612245093432,0.017230681532693308,0.708009225715476,0.11251214967526134,NA,NA
1995-04-03,0.109429487982835,0.017176525698711236,0.70679145383215704,0.11235749689030206,NA,NA
1995-04-04,0.111120006431236,0.017093918184337596,0.706160169989674,0.11033750278470708,NA,NA
1995-04-05,0.111840237975007,0.017221676758788238,0.70476233091145504,0.1101200673807245,NA,NA
1995-04-06,0.110018576583178,0.01718246361859604,0.70748669077860504,0.1127815561697195,NA,NA
1995-04-07,0.109166131974372,0.017183638938677318,0.70995332261516696,0.11337993267021812,NA,NA
1995-04-10,0.109551624642989,0.01713497791715543,0.70724565262957496,0.11239016848935932,NA,NA
1995-04-11,0.109653029751058,0.017132176902639754,0.706551591550132,0.11197643121002034,NA,NA
1995-04-12,0.109960738883729,0.017143466676940576,0.70722899489445104,0.11154553072275786,NA,NA
1995-04-13,0.109381019380856,0.017165867177383158,0.71074077778922392,0.11227585307175906,NA,NA
1995-04-17,0.109861270276718,0.017150228091442972,0.70873190993625304,0.11164333534814138,NA,NA
1995-04-18,0.109785528336988,0.017145878642005276,0.707089941867308,0.11161423298838664,NA,NA
1995-04-19,0.109821322817792,0.01714296501711883,0.70573516190619904,0.111445068102981,NA,NA
1995-04-20,0.109573328744024,0.017146859019919122,0.70956197379808296,0.11169087134230152,NA,NA
1995-04-21,0.109875963544648,0.017152805053629882,0.711306349085192,0.11143242250876736,NA,NA
1995-04-24,0.109780576498993,0.017166262860436078,0.71027878323915608,0.11161396814267862,NA,NA
1995-04-25,0.109911068150298,0.01716458788903272,0.70938400808490096,0.11152087528969718,NA,NA
1995-04-26,0.109862034491793,0.017155696051044844,0.708389017616024,0.11149504583596664,NA,NA
1995-04-27,0.109757347203516,0.017160847777778214,0.70804111627007304,0.11156783964181324,NA,NA
1995-04-28,0.110025559309696,0.01715662805882601,0.70732541561789096,0.11124090769979588,NA,NA
1995-05-01,0.109858813666611,0.017171393998104544,0.707026921071218,0.11143495648005632,NA,NA
1995-05-02,0.11010914552708,0.017159615085026382,0.70653903201001896,0.11111039949626612,NA,NA
1995-05-03,0.110040610660744,0.017150655473526826,0.706612845481554,0.11107696655848722,NA,NA
1995-05-04,0.110616173276569,0.017147481584122958,0.70469290025440304,0.11046305994927518,NA,NA
1995-05-05,0.111020764433707,0.017195993748376652,0.70497928554241192,0.11018141465018466,NA,NA
1995-05-08,0.113086218290142,0.017088987865033586,0.70301189358345992,0.10769453624548266,NA,NA
1995-05-09,0.112495816991912,0.017217929649417432,0.702599928073798,0.10888029440545952,NA,NA
1995-05-10,0.111541665497738,0.017234694996495422,0.702670560632942,0.10984356656244574,NA,NA
1995-05-11,0.111573349248593,0.01727684641317271,0.702472565531448,0.109890887714341,NA,NA
1995-05-12,0.111081281420363,0.01725836854373746,0.705616148410762,0.11048066206113642,NA,NA
1995-05-15,0.111833771004216,0.017190286550983632,0.703168857526524,0.10940834195038286,NA,NA
1995-05-16,0.112766917716141,0.01726997160304282,0.70220883409200096,0.10877292790513894,NA,NA
1995-05-17,0.112427842179733,0.017364473724096968,0.702391187766136,0.10948491422896272,NA,NA
1995-05-18,0.111659100979479,0.017353733217528648,0.70232406361685496,0.11021906121078058,NA,NA
1995-05-19,0.111435999150614,0.017323237135064964,0.70292486743805304,0.11024966650485162,NA,NA
1995-05-22,0.111557172574373,0.017303716930080246,0.70508778394055904,0.11016429039561888,NA,NA
1995-05-23,0.111523458977189,0.017348733136701894,0.70523620010043496,0.1103147504328929,NA,NA
1995-05-24,0.111261703359089,0.017344982815207688,0.70562706846550704,0.11067335644199002,NA,NA
1995-05-25,0.111407238343971,0.017309710276731242,0.70609426902986408,0.11048197105414336,NA,NA
1995-05-26,0.111647537896675,0.01731523007490401,0.70576006742487592,0.11029266148894776,NA,NA
1995-05-30,0.111375070260714,0.017336381598838148,0.705495229879852,0.11077578363267434,NA,NA
1995-05-31,0.111054517903019,0.017324937153943412,0.704780239764114,0.11090564269268972,NA,NA
1995-06-01,0.111208382246442,0.017309513070085888,0.705344299441362,0.11055095907757402,NA,NA
1995-06-02,0.111112134119281,0.0173316099212781,0.70387988123312696,0.11056187005986518,NA,NA
1995-06-05,0.110857049897967,0.017363778330837202,0.703092188692226,0.11085024947535374,NA,NA
1995-06-06,0.111666702482185,0.017301331835297792,0.70567978000464104,0.10988529159065792,NA,NA
1995-06-07,0.111588555409295,0.01733402396243372,0.705104197373986,0.11016368688561518,NA,NA
1995-06-08,0.110893817048561,0.017317216357007898,0.70426287054087296,0.1106031779467576,NA,NA
1995-06-09,0.111048258398243,0.017346287419799544,0.70379731329331296,0.11048667220813634,NA,NA
1995-06-12,0.110657937436952,0.017305650652206922,0.70534696920164,0.11071639576306654,NA,NA
1995-06-13,0.110269783524824,0.017303492556653702,0.70589774127093896,0.11110521331095072,NA,NA
1995-06-14,0.110220018058729,0.017312265905278492,0.70544517548767208,0.11115765861792902,NA,NA
1995-06-15,0.110130565331537,0.017334644092672168,0.705418677409818,0.11129464893974408,NA,NA
1995-06-16,0.109878602105634,0.017225601604115434,0.70481563033746496,0.11097132046482428,NA,NA
1995-06-19,0.110244859999717,0.01725602939288736,0.70463243656797904,0.11073584027729112,NA,NA
1995-06-20,0.110047553983241,0.017259840084146688,0.70487734918,0.11103273216652122,NA,NA
1995-06-21,0.109832731067822,0.017256650797280628,0.70500672637206496,0.11125312219309604,NA,NA
1995-06-22,0.109481930303787,0.017246835365628544,0.70587206151176896,0.11155155991542636,NA,NA
1995-06-23,0.109321689866624,0.01724099689413459,0.707358293322098,0.11172222513198256,NA,NA
1995-06-26,0.110121622461413,0.017271852494763238,0.70517916276942304,0.11101322845324262,NA,NA
1995-06-27,0.1099902409958,0.017304528440440988,0.703595599180028,0.11125922229655708,NA,NA
1995-06-28,0.110016660710136,0.017287894231970014,0.70392321321261,0.11116447258055246,NA,NA
1995-06-29,0.110310890339278,0.017378585641302802,0.70373011438946696,0.11124172731339318,NA,NA
1995-06-30,0.11068063518216,0.017405501630314066,0.70331062822346304,0.11102194800254818,NA,NA
1995-07-03,0.109237321619642,0.01722547528426539,0.70759175239271896,0.1125406400482108,NA,NA
1995-07-05,0.11256768524099,0.017264626723142138,0.704142395865468,0.10893200669544834,NA,NA
1995-07-06,0.111947105718905,0.017275844384844502,0.70590658834344096,0.11002713600311262,NA,NA
1995-07-07,0.11377302697381,0.01747963623412101,0.704478905689908,0.11007769143474356,NA,NA
1995-07-10,0.113562549612688,0.017522426301925482,0.6996322549249,0.10888963621421206,NA,NA
1995-07-11,0.109282392558487,0.017679531803443504,0.70596535904267096,0.11466490748121728,NA,NA
1995-07-12,0.109781251790064,0.017666327901504408,0.70533948854518304,0.11400192194428752,NA,NA
1995-07-13,0.110501285727761,0.017612148474673298,0.70502605897542304,0.11336695052958636,NA,NA
1995-07-14,0.109966456908638,0.017628368348041608,0.70844403506058296,0.11398579180210786,NA,NA
1995-07-17,0.110150164573547,0.0175871130806445,0.70066412099785704,0.11286703559525808,NA,NA
1995-07-18,0.109040037597228,0.01754669323118671,0.701082149856596,0.11397502157303884,NA,NA
1995-07-19,0.108019309394922,0.01760684810799966,0.701730786253612,0.11533394551837,NA,NA
1995-07-20,0.108710172394168,0.017599932944937536,0.70157058996242008,0.11447927373657524,NA,NA
1995-07-21,0.108516837087257,0.017453315897801396,0.70081458138227704,0.11393715960292352,NA,NA
1995-07-24,0.108301266449854,0.017468479152724904,0.70071037645534592,0.11452482289338036,NA,NA
1995-07-25,0.108121913044028,0.017476247961509004,0.70216253841121904,0.11471414231632552,NA,NA
1995-07-26,0.10810732601007,0.017440009954437948,0.702558719317996,0.11440330822660258,NA,NA
1995-07-27,0.107669501299809,0.017490442262580372,0.70312795212074296,0.11526213493334176,NA,NA
1995-07-28,0.108208620908929,0.017401941077560018,0.70322509598884096,0.11441151031569568,NA,NA
1995-07-31,0.109219883792775,0.017364145075682122,0.702268728298754,0.11161776669570062,NA,NA
1995-08-01,0.108367160771623,0.017410061420711314,0.70376105214734096,0.11367535160452742,NA,NA
1995-08-02,0.108561433276681,0.017721744170001198,0.704039323692348,0.11483613462564134,NA,NA
1995-08-03,0.107674202517147,0.017432723127695896,0.70333044185651296,0.11448082380880244,NA,NA
1995-08-04,0.107936266568281,0.01744485364038929,0.70482156565492304,0.11437841341485652,NA,NA
1995-08-07,0.107628858563378,0.01746156436459751,0.70409695297622696,0.11478771615714232,NA,NA
1995-08-08,0.107764091080419,0.017453688641550738,0.70478422852318104,0.11454468047639648,NA,NA
1995-08-09,0.108083383876392,0.017463958803611748,0.704481805405432,0.11405213494596432,NA,NA
1995-08-10,0.108740348164474,0.01746509148772667,0.704517313727548,0.11357887411263288,NA,NA
1995-08-11,0.109360446044149,0.017279361273618656,0.70702733234893304,0.1115925197294644,NA,NA
1995-08-14,0.110260834231499,0.017585610575868424,0.70713441112264496,0.11354399300071316,NA,NA
1995-08-15,0.108932177424139,0.017532469499738606,0.707623203527168,0.11405691978938286,NA,NA
1995-08-16,0.107693893172714,0.017457808923822756,0.70465640928724704,0.11449615169482494,NA,NA
1995-08-17,0.107550258790632,0.017398018825190598,0.70358491205643704,0.11404719389494514,NA,NA
1995-08-18,0.107338294376063,0.01746926156979776,0.70451263826663304,0.11486793123151562,NA,NA
1995-08-21,0.108720440123582,0.0175226920533369,0.70356603971333896,0.11408174372240106,NA,NA
1995-08-22,0.1113673991228,0.017312839525106108,0.697054531455382,0.1090025105587864,NA,NA
1995-08-23,0.111033232074681,0.017517888738943464,0.69687482662524104,0.11008383271583236,NA,NA
1995-08-24,0.109853748566232,0.017492234659758274,0.70250823033365696,0.112791688540209,NA,NA
1995-08-25,0.108909922304603,0.017582324017907426,0.70420761465872608,0.11387951196903746,NA,NA
1995-08-28,0.109638045733086,0.01761188842731676,0.704153203246896,0.11365759544799874,NA,NA
1995-08-29,0.110317198252889,0.017593295189177394,0.702647081999802,0.11299019177514082,NA,NA
1995-08-30,0.110821662322355,0.017409813142073534,0.70231142179261896,0.11168677420033932,NA,NA
1995-08-31,0.109869513528976,0.017611117359589372,0.70382276846274104,0.11368216849694788,NA,NA
1995-09-01,0.108708996404003,0.017638008774379484,0.70568375963521704,0.11491673914482604,NA,NA
1995-09-05,0.109532558891751,0.017614006950409898,0.701578732195564,0.11236611074364266,NA,NA
1995-09-06,0.106562434938262,0.017505324372414074,0.70606543337141,0.11602815766834392,NA,NA
1995-09-07,0.106876006964272,0.01754491631452135,0.70622324785301104,0.11620108762772762,NA,NA
1995-09-08,0.107181434063586,0.01756735463360553,0.70734306799397592,0.11620436693284666,NA,NA
1995-09-11,0.10841728504269,0.017580264135288788,0.70652110698831704,0.1148805783017452,NA,NA
1995-09-12,0.109494875027287,0.017373173350743302,0.70268641252323104,0.111768458843655,NA,NA
1995-09-13,0.109851435693012,0.017397864667545088,0.70277092168977096,0.11130429659423142,NA,NA
1995-09-14,0.106737643438551,0.017586291749002132,0.70742608683584096,0.1164065193618862,NA,NA
1995-09-15,0.109639955891788,0.017447299926379168,0.70363759713508,0.11183816696867404,NA,NA
1995-09-18,0.110979470234488,0.017484485775504742,0.702724773794236,0.11070663287422704,NA,NA
1995-09-19,0.111361958111511,0.01761676687737718,0.70243751104572904,0.11123240207699948,NA,NA
1995-09-20,0.109108713769034,0.018104868176980432,0.70206328556005504,0.11695665700329552,NA,NA
1995-09-21,0.10455772209669,0.018496512920937912,0.70413745438089104,0.12464732737591584,NA,NA
1995-09-22,0.10782716116163,0.016968029083317244,0.71269973043517296,0.110427779889234,NA,NA
1995-09-25,0.10912580573871,0.016908048043978492,0.71153154991423992,0.10843812481221982,NA,NA
1995-09-26,0.113936699421005,0.016970780443275882,0.71514029365457496,0.10501908729803388,NA,NA
1995-09-27,0.11199204815264,0.017291740778030906,0.71343674876663696,0.10869612808643774,NA,NA
1995-09-28,0.117563785111275,0.017445630083440578,0.71724609725031792,0.10461614273555208,NA,NA
1995-09-29,0.116347488031309,0.01764628486900328,0.71639628105807496,0.1073002545994539,NA,NA
1995-10-02,0.113171919516209,0.01778355619236513,0.71385410671179608,0.11140938095915786,NA,NA
1995-10-03,0.114392453924538,0.018132027980011444,0.71445560403584592,0.11229128880099618,NA,NA
1995-10-04,0.111819551888827,0.017654383541550858,0.71080419972036,0.11091775360135258,NA,NA
1995-10-05,0.110339771324761,0.017956641216357378,0.71019068533905008,0.11469514577927682,NA,NA
1995-10-06,0.112603435961137,0.01844040434037766,0.71216185003353008,0.11547075832133088,NA,NA
1995-10-09,0.11051380406925,0.018109021913833496,0.71061736194217792,0.11615669106366978,NA,NA
1995-10-10,0.109871106351562,0.017899559638112062,0.709759200275734,0.11570976464961748,NA,NA
1995-10-11,0.109402217599394,0.018119484601866476,0.70808472033386504,0.11628603146986236,NA,NA
1995-10-12,0.109647029487488,0.018720397401148464,0.708063628346002,0.11828122131116806,NA,NA
1995-10-13,0.109666755492214,0.01787556300373683,0.708728923125334,0.11544990781176252,NA,NA
1995-10-16,0.109854104853236,0.017969773590674486,0.70738701731433992,0.11593279085613018,NA,NA
1995-10-17,0.111272350902657,0.017970088637163474,0.707020521720042,0.11455923502187948,NA,NA
1995-10-18,0.111580133624391,0.017927343971421782,0.70556225371813,0.11413085950880264,NA,NA
1995-10-19,0.111979811651368,0.018006256905097138,0.70654537151823008,0.11388955494015646,NA,NA
1995-10-20,0.112763082235269,0.01791072193265129,0.70609865445112,0.11270942095520164,NA,NA
1995-10-23,0.113338685410385,0.017927828365382704,0.698655304243872,0.11179886786823584,NA,NA
1995-10-24,0.112897866632682,0.017936060911955532,0.69832846743350096,0.11165391131578024,NA,NA
1995-10-25,0.109061258692685,0.018104020259767804,0.70509340115458,0.1165235093301698,NA,NA
1995-10-26,0.109003902867415,0.01798752480037364,0.70307666461258504,0.11650980645931242,NA,NA
1995-10-27,0.111935111547687,0.018240086623329312,0.70246268634806096,0.1149774476182868,NA,NA
1995-10-30,0.112918063957882,0.018042131080232416,0.702410388490856,0.11280547914648658,NA,NA
1995-10-31,0.112681529622216,0.0190366971393992,0.70215816958298608,0.1168360616905409,NA,NA
1995-11-01,0.11207363314725,0.0185247702857809,0.70321416856702104,0.11564225706726384,NA,NA
1995-11-02,0.113126659849118,0.01881791758943864,0.70327004586894304,0.11644684802759734,NA,NA
1995-11-03,0.113002661636068,0.01887155697333454,0.705319564674882,0.1169754150757879,NA,NA
1995-11-06,0.113153853021175,0.018592067771590896,0.70577799037197896,0.11519555925541632,NA,NA
1995-11-07,0.113260215908001,0.018403501493152364,0.70519393722834304,0.11403957667145,NA,NA
1995-11-08,0.111768479625176,0.0184649237333376,0.706344694228028,0.11492906889908448,NA,NA
1995-11-09,0.112826988454577,0.017994481326529564,0.70535853996010896,0.1121685838472623,NA,NA
1995-11-10,0.117863756293842,0.018959010611064024,0.695979911159192,0.11009084340965798,NA,NA
1995-11-13,0.119879185845797,0.018905405433318304,0.70029132083184496,0.11087840172503948,NA,NA
1995-11-14,0.121319026413339,0.018531235763443476,0.69959166835808896,0.10755504892579032,NA,NA
1995-11-15,0.121417987194382,0.018183888065069988,0.700532460003384,0.10582205823937484,NA,NA
1995-11-16,0.118107959818383,0.018578771329352348,0.702713580040254,0.11053673425590234,NA,NA
1995-11-17,0.1176340005048,0.018274553963907848,0.703230969139618,0.10937839652560696,NA,NA
1995-11-20,0.117682977318636,0.017954650481193668,0.70324384040963096,0.1077577943354642,NA,NA
1995-11-21,0.121958540677726,0.018116857195115204,0.700995605173686,0.10502240733438716,NA,NA
1995-11-22,0.12542264571793,0.017975307435651196,0.69957229529519104,0.10173271966172456,NA,NA
1995-11-24,0.124403820030482,0.018126455547481444,0.70054690736389304,0.10339088631306142,NA,NA
1995-11-27,0.130408356553574,0.018629344886520228,0.697479226664348,0.10137987650824752,NA,NA
1995-11-28,0.121483827759953,0.018355414784828016,0.70097502972869096,0.10678660610470632,NA,NA
1995-11-29,0.121031444197979,0.0184828026306762,0.70181027667505704,0.10778665984576046,NA,NA
1995-11-30,0.121990849160937,0.01828922465962398,0.69994529110115104,0.10597614228289728,NA,NA
1995-12-01,0.119532737140947,0.018619735117226336,0.702071985167972,0.10973175584438602,NA,NA
1995-12-04,0.118482928962536,0.018569618205752776,0.702364597800774,0.11047724928748854,NA,NA
1995-12-05,0.121608840090658,0.01882306683319242,0.7015529154153,0.10885577112213458,NA,NA
1995-12-06,0.123183409684618,0.018788413920863696,0.69857577469401,0.10739975373377204,NA,NA
1995-12-07,0.124756231617093,0.018525511254236716,0.69452113713965304,0.10487729020394538,NA,NA
1995-12-08,0.125629493477042,0.01870150071560708,0.695619667349314,0.10519148458801546,NA,NA
1995-12-11,0.125223073809657,0.018825521951937844,0.697248507560412,0.105982394188942,NA,NA
1995-12-12,0.125419126157342,0.0188051217301332,0.69699299624404096,0.1052897983089535,NA,NA
1995-12-13,0.124519709230613,0.018890732366584848,0.69866404715811704,0.10641548852772632,NA,NA
1995-12-14,0.124388932159342,0.018871930514685344,0.69667931546790096,0.10774100019490136,NA,NA
1995-12-15,0.124731843608168,0.018884518519661156,0.698147291296126,0.10701842189424524,NA,NA
1995-12-18,0.125300433522845,0.019119307662379744,0.69323771640074304,0.10924209709422996,NA,NA
1995-12-19,0.126001993297028,0.019890857097959508,0.69354347821027496,0.12034461446600876,NA,NA
1995-12-20,0.12659363251570998,0.019186219150402764,0.69613313022161008,0.10864165777176916,NA,NA
1995-12-21,0.126540343211101,0.0193460616503547,0.69560230728758096,0.10907630745679234,NA,NA
1995-12-22,0.12690446005175902,0.01896902454507972,0.69441467992925496,0.10376496180461338,NA,NA
1995-12-26,0.130932259893627,0.019113273427710356,0.70042934377930096,0.10374600640478276,NA,NA
1995-12-27,0.12910427665305798,0.019074548609894064,0.699094072913206,0.10458324798640386,NA,NA
1995-12-28,0.127057086072695,0.018905638979073132,0.69819782859227,0.10424331620621088,NA,NA
1995-12-29,0.126922027975185,0.01898054454801912,0.69735097179589704,0.10493724820641918,NA,NA
1996-01-02,0.126717934304003,0.019016497386382664,0.69639477787506,0.10531456498596784,NA,NA
1996-01-03,0.12665060258225,0.018967323583874644,0.69513308315033896,0.10480202304134154,NA,NA
1996-01-04,0.126901273143912,0.018858438615328272,0.6921769392682,0.1038040041723931,NA,NA
1996-01-05,0.127316005544384,0.018925077024611896,0.691501282593466,0.10369052413648106,NA,NA
1996-01-08,0.12588355350844498,0.01887949619360082,0.69373158378669496,0.10431535825588116,NA,NA
1996-01-09,0.124836486979381,0.018994013544980816,0.69242276226618208,0.10599254528342816,NA,NA
1996-01-10,0.123630358251734,0.01888113872218358,0.69005502737237504,0.1061153029770746,NA,NA
1996-01-11,0.126565171545577,0.018663175330864064,0.68690622349392104,0.1022400508692552,NA,NA
1996-01-12,0.12635931953453,0.018795068223031852,0.68738389663760904,0.10273174483994064,NA,NA
1996-01-15,0.125340777138568,0.01888196923878252,0.68735018191196592,0.10384487397699162,NA,NA
1996-01-16,0.124513771226599,0.018759178907345072,0.68828521140441904,0.10382695649082064,0.081569286513005952,0.00047234210828658688
1996-01-17,0.124167302460045,0.018751167856454612,0.68840916476205304,0.10394022478659642,0.08159285598508472,0.00047260800842669616
1996-01-18,0.124204025972946,0.01871608927775814,0.69037369368748,0.10362191197725992,0.081608675326613904,0.0004725907716890584
1996-01-19,0.12461039705088,0.018718952622900636,0.690966542906024,0.10332421214784794,0.08161531155557472,0.00047252133361578984
1996-01-22,0.124630935139809,0.018733104535737492,0.690340309447294,0.10341579207571624,0.081631750627239184,0.00047238175940295208
1996-01-23,0.124795688977,0.018765522299704816,0.690694282785862,0.10362243527204594,0.081653437972604624,0.00047213249568007752
